survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,Age_Bin,Predicted_Fare,Fare_Group,Age_Normalized,Age_Standardized,Age_Category,Class_1,Class_2,Class_3
1,3,0,1.0,1,1,11.1333,2,2,0,0,1,0,"(0.34, 20.315]",28.94927714464782,Medium,0.007288263382759489,-2.1022721506241986,Minor,False,False,True
0,1,1,56.0,0,0,30.6958,0,0,1,1,0,1,"(40.21, 60.105]",30.267871470895987,High,0.6984166876099522,1.9117728821939934,Adult,True,False,False
0,3,1,18.0,1,1,7.8542,2,2,1,1,0,0,"(0.34, 20.315]",29.35684266366998,Low,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,3,1,29.69869565217391,3,1,25.4667,2,2,1,1,0,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,1,0,50.0,0,0,28.7125,0,0,2,0,0,1,"(40.21, 60.105]",30.12402481712346,High,0.6230208595124404,1.4738770604320088,Adult,True,False,False
0,2,1,30.0,0,0,13.0,2,1,1,1,0,1,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,True,False
0,3,1,36.0,0,0,0.0,2,2,1,1,0,1,"(20.315, 40.21]",29.788382624987563,Low,0.4470972606182458,0.45212014298737807,Adult,False,False,True
0,3,0,29.69869565217391,8,2,69.55,2,2,2,0,0,0,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,2,1,29.69869565217391,0,0,15.05,0,1,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,True,False
0,3,1,9.0,4,2,31.3875,2,2,0,0,0,0,"(0.34, 20.315]",29.14107268301119,High,0.10781603417944208,-1.5184110549415526,Minor,False,False,True
1,2,1,1.0,2,1,39.0,2,1,0,0,1,0,"(0.34, 20.315]",28.94927714464782,High,0.007288263382759489,-2.1022721506241986,Minor,False,True,False
1,3,0,4.0,0,2,22.025,2,2,0,0,1,0,"(0.34, 20.315]",29.021200471534083,Medium,0.04498617743151546,-1.8833242397432064,Minor,False,False,True
0,1,1,29.69869565217391,0,0,50.0,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,3,0,29.69869565217391,1,0,15.5,1,2,2,0,1,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,1,45.0,0,0,26.55,2,0,1,1,1,1,"(40.21, 60.105]",30.004152605646354,High,0.5601910027645137,1.108963875630355,Adult,True,False,False
0,3,1,40.0,1,1,15.5,1,2,1,1,0,0,"(20.315, 40.21]",29.88428039416925,Medium,0.4973611460165871,0.7440506908287011,Adult,False,False,True
0,3,1,36.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.788382624987563,Low,0.4470972606182458,0.45212014298737807,Adult,False,False,True
1,2,0,32.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.692484855805876,Medium,0.39683337521990447,0.16018959514605502,Young Adult,False,True,False
0,2,1,19.0,0,0,13.0,2,1,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,True,False
1,3,0,19.0,1,0,7.8542,2,2,2,0,1,0,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
1,2,1,3.0,1,1,26.0,2,1,0,0,1,0,"(0.34, 20.315]",28.99722602923866,Medium,0.032420206081930136,-1.9563068767035372,Minor,False,True,False
1,1,0,44.0,0,0,27.7208,0,0,2,0,1,1,"(40.21, 60.105]",29.98017816335093,High,0.5476250314149284,1.0359812386700242,Adult,True,False,False
1,1,0,58.0,0,0,146.5208,0,0,2,0,1,1,"(40.21, 60.105]",30.31582035548683,High,0.7235486303091229,2.057738156114655,Adult,True,False,False
0,3,1,42.0,0,1,8.4042,2,2,1,1,0,0,"(40.21, 60.105]",29.93222927876009,Low,0.5224930887157577,0.8900159647493626,Adult,False,False,True
0,2,0,24.0,0,0,13.0,2,1,2,0,0,1,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,3,1,28.0,0,0,9.5,2,2,1,1,0,1,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,False,True
0,3,1,34.0,0,0,6.4958,2,2,1,1,0,1,"(20.315, 40.21]",29.74043374039672,Low,0.42196531791907516,0.3061548690667166,Young Adult,False,False,True
0,3,1,45.5,0,0,7.225,0,2,1,1,0,1,"(40.21, 60.105]",30.016139826794063,Low,0.5664739884393063,1.1454551941105204,Adult,False,False,True
1,3,1,18.0,0,0,8.05,2,2,1,1,1,1,"(0.34, 20.315]",29.35684266366998,Low,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,3,0,2.0,0,1,10.4625,2,2,0,0,0,0,"(0.34, 20.315]",28.97325158694324,Medium,0.01985423473234481,-2.029289513663868,Minor,False,False,True
0,3,1,32.0,1,0,15.85,2,2,1,1,0,0,"(20.315, 40.21]",29.692484855805876,Medium,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
1,3,1,26.0,0,0,18.7875,0,2,1,1,1,1,"(20.315, 40.21]",29.54863820203335,Medium,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
1,3,0,16.0,0,0,7.75,1,2,2,0,1,1,"(0.34, 20.315]",29.30889377907914,Low,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
1,1,1,40.0,0,0,31.0,0,0,1,1,1,1,"(20.315, 40.21]",29.88428039416925,High,0.4973611460165871,0.7440506908287011,Adult,True,False,False
0,3,1,24.0,0,0,7.05,2,2,1,1,0,1,"(20.315, 40.21]",29.500689317442507,Low,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
1,2,0,35.0,0,0,21.0,2,1,2,0,1,1,"(20.315, 40.21]",29.76440818269214,Medium,0.43453128926866047,0.3791375060270473,Young Adult,False,True,False
0,3,1,22.0,0,0,7.25,2,2,1,1,0,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
1,1,0,31.0,1,0,113.275,0,0,2,0,1,0,"(20.315, 40.21]",29.668510413510457,High,0.38426740387031916,0.08720695818572426,Young Adult,True,False,False
1,3,0,27.0,0,0,7.925,2,2,2,0,1,1,"(20.315, 40.21]",29.57261264432877,Low,0.33400351847197784,-0.2047235896555988,Young Adult,False,False,True
0,2,1,42.0,1,0,27.0,2,1,1,1,0,0,"(40.21, 60.105]",29.93222927876009,High,0.5224930887157577,0.8900159647493626,Adult,False,True,False
1,1,0,32.0,0,0,76.2917,0,0,2,0,1,1,"(20.315, 40.21]",29.692484855805876,High,0.39683337521990447,0.16018959514605502,Young Adult,True,False,False
0,2,1,30.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,True,False
1,3,1,16.0,0,0,8.05,2,2,1,1,1,1,"(0.34, 20.315]",29.30889377907914,Low,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
0,2,1,27.0,0,0,13.0,2,1,1,1,0,1,"(20.315, 40.21]",29.57261264432877,Medium,0.33400351847197784,-0.2047235896555988,Young Adult,False,True,False
0,3,1,51.0,0,0,8.05,2,2,1,1,0,1,"(40.21, 60.105]",30.14799925941888,Low,0.6355868308620256,1.5468596973923396,Adult,False,False,True
1,1,1,38.0,1,0,90.0,2,0,1,1,1,0,"(20.315, 40.21]",29.836331509578404,High,0.4722292033174164,0.5980854169080396,Adult,True,False,False
0,3,1,22.0,0,0,9.35,2,2,1,1,0,1,"(20.315, 40.21]",29.452740432851666,Medium,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
1,2,1,19.0,0,0,10.5,2,1,1,1,1,1,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,True,False
0,3,1,20.5,0,0,7.25,2,2,1,1,0,1,"(20.315, 40.21]",29.416778769408534,Low,0.2523247046996733,-0.6791107298977488,Young Adult,False,False,True
0,2,1,18.0,0,0,13.0,2,1,1,1,0,1,"(0.34, 20.315]",29.35684266366998,Medium,0.22090977632570996,-0.8615673222985757,Minor,False,True,False
0,3,0,29.69869565217391,3,1,25.4667,2,2,2,0,0,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,0,35.0,1,0,83.475,2,0,2,0,1,0,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
0,3,1,29.0,0,0,7.775,2,2,1,1,0,1,"(20.315, 40.21]",29.620561528919612,Low,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
0,2,1,59.0,0,0,13.5,2,1,1,1,0,1,"(40.21, 60.105]",30.33979479778225,Medium,0.7361146016587082,2.130720793074986,Adult,False,True,False
1,3,0,5.0,4,2,31.3875,2,2,0,0,1,0,"(0.34, 20.315]",29.045174913829502,High,0.05755214878110078,-1.8103416027828756,Minor,False,False,True
0,2,1,24.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,3,0,29.69869565217391,0,0,7.55,2,2,2,0,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,2,1,44.0,1,0,26.0,2,1,1,1,0,0,"(40.21, 60.105]",29.98017816335093,Medium,0.5476250314149284,1.0359812386700242,Adult,False,True,False
1,2,0,8.0,0,2,26.25,2,1,0,0,1,0,"(0.34, 20.315]",29.117098240715766,High,0.09525006282985675,-1.5913936919018834,Minor,False,True,False
0,2,1,19.0,0,0,10.5,2,1,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,True,False
0,2,1,33.0,0,0,12.275,2,1,1,1,0,1,"(20.315, 40.21]",29.7164592981013,Medium,0.4093993465694898,0.23317223210638577,Young Adult,False,True,False
0,3,0,29.69869565217391,1,0,14.4542,0,2,2,0,0,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,2,1,29.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.620561528919612,Medium,0.35913546117114853,-0.058758315734937276,Young Adult,False,True,False
0,3,1,22.0,0,0,7.125,2,2,1,1,0,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
0,3,1,30.0,0,0,7.225,0,2,1,1,0,1,"(20.315, 40.21]",29.644535971215035,Low,0.37170143252073384,0.014224321225393487,Young Adult,False,False,True
0,1,1,44.0,2,0,90.0,1,0,1,1,0,0,"(40.21, 60.105]",29.98017816335093,High,0.5476250314149284,1.0359812386700242,Adult,True,False,False
0,3,0,25.0,0,0,7.775,2,2,2,0,0,1,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
1,2,0,24.0,0,2,14.5,2,1,2,0,1,0,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
1,1,1,37.0,1,1,52.5542,2,0,1,1,1,0,"(20.315, 40.21]",29.812357067282985,High,0.4596632319678311,0.5251027799477088,Adult,True,False,False
0,2,1,54.0,1,0,26.0,2,1,1,1,0,0,"(40.21, 60.105]",30.219922586305145,Medium,0.6732847449107816,1.7658076082733318,Adult,False,True,False
0,3,1,29.69869565217391,0,0,7.25,2,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,0,29.0,1,1,10.4625,2,2,2,0,0,0,"(20.315, 40.21]",29.620561528919612,Medium,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
0,1,1,62.0,0,0,26.55,2,0,1,1,0,1,"(60.105, 80.0]",30.411718124668514,High,0.7738125157074642,2.3496687039559783,Senior,True,False,False
0,3,1,30.0,1,0,16.1,2,2,1,1,0,0,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,False,True
0,3,0,41.0,0,2,20.2125,2,2,2,0,0,0,"(40.21, 60.105]",29.908254836464668,Medium,0.5099271173661724,0.8170333277890319,Adult,False,False,True
1,3,0,29.0,0,2,15.2458,0,2,2,0,1,0,"(20.315, 40.21]",29.620561528919612,Medium,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
1,1,0,29.69869565217391,0,0,79.2,0,0,2,0,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,1,0,30.0,0,0,86.5,2,0,2,0,1,1,"(20.315, 40.21]",29.644535971215035,High,0.37170143252073384,0.014224321225393487,Young Adult,True,False,False
1,1,0,35.0,0,0,512.3292,0,0,2,0,1,1,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
1,2,0,50.0,0,1,26.0,2,1,2,0,1,0,"(40.21, 60.105]",30.12402481712346,Medium,0.6230208595124404,1.4738770604320088,Adult,False,True,False
1,3,1,3.0,4,2,31.3875,2,2,0,0,1,0,"(0.34, 20.315]",28.99722602923866,High,0.032420206081930136,-1.9563068767035372,Minor,False,False,True
0,1,1,52.0,1,1,79.65,2,0,1,1,0,0,"(40.21, 60.105]",30.171973701714304,High,0.648152802211611,1.6198423343526702,Adult,True,False,False
0,1,1,40.0,0,0,0.0,2,0,1,1,0,1,"(20.315, 40.21]",29.88428039416925,Low,0.4973611460165871,0.7440506908287011,Adult,True,False,False
0,3,0,29.69869565217391,0,0,7.75,1,2,2,0,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,2,1,36.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,True,False
0,3,1,16.0,4,1,39.6875,2,2,1,1,0,0,"(0.34, 20.315]",29.30889377907914,High,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
1,3,1,25.0,1,0,7.775,2,2,1,1,1,0,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
1,1,0,58.0,0,1,153.4625,2,0,2,0,1,0,"(40.21, 60.105]",30.31582035548683,High,0.7235486303091229,2.057738156114655,Adult,True,False,False
1,1,0,35.0,0,0,135.6333,2,0,2,0,1,1,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
0,1,1,29.69869565217391,0,0,31.0,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,3,1,25.0,0,0,0.0,2,2,1,1,1,1,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
1,2,0,41.0,0,1,19.5,2,1,2,0,1,0,"(40.21, 60.105]",29.908254836464668,Medium,0.5099271173661724,0.8170333277890319,Adult,False,True,False
0,1,1,37.0,0,1,29.7,0,0,1,1,0,0,"(20.315, 40.21]",29.812357067282985,High,0.4596632319678311,0.5251027799477088,Adult,True,False,False
1,1,0,63.0,1,0,77.9583,2,0,2,0,1,0,"(60.105, 80.0]",30.435692566963937,High,0.7863784870570495,2.422651340916309,Senior,True,False,False
0,3,0,45.0,0,0,7.75,2,2,2,0,0,1,"(40.21, 60.105]",30.004152605646354,Low,0.5601910027645137,1.108963875630355,Adult,False,False,True
0,2,1,29.69869565217391,0,0,0.0,2,1,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,True,False
0,3,1,7.0,4,1,29.125,1,2,0,0,0,0,"(0.34, 20.315]",29.093123798420347,High,0.08268409148027142,-1.6643763288622142,Minor,False,False,True
1,3,0,35.0,1,1,20.25,2,2,2,0,1,0,"(20.315, 40.21]",29.76440818269214,Medium,0.43453128926866047,0.3791375060270473,Young Adult,False,False,True
0,3,1,65.0,0,0,7.75,1,2,1,1,0,1,"(60.105, 80.0]",30.483641451554778,Low,0.8115104297562201,2.5686166148369707,Senior,False,False,True
0,3,1,28.0,0,0,7.8542,2,2,1,1,0,1,"(20.315, 40.21]",29.596587086624194,Low,0.3465694898215632,-0.13174095269526803,Young Adult,False,False,True
0,3,1,16.0,0,0,9.5,2,2,1,1,0,1,"(0.34, 20.315]",29.30889377907914,Medium,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
1,3,1,19.0,0,0,8.05,2,2,1,1,1,1,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
0,1,1,29.69869565217391,0,0,26.0,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,1,33.0,0,0,8.6625,0,2,1,1,0,1,"(20.315, 40.21]",29.7164592981013,Low,0.4093993465694898,0.23317223210638577,Young Adult,False,False,True
1,3,1,30.0,0,0,9.5,2,2,1,1,1,1,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,False,True
0,3,1,22.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
1,2,1,42.0,0,0,13.0,2,1,1,1,1,1,"(40.21, 60.105]",29.93222927876009,Medium,0.5224930887157577,0.8900159647493626,Adult,False,True,False
1,3,0,22.0,0,0,7.75,1,2,2,0,1,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
1,1,0,26.0,0,0,78.85,2,0,2,0,1,1,"(20.315, 40.21]",29.54863820203335,High,0.32143754712239253,-0.2777062266159296,Young Adult,True,False,False
1,1,0,19.0,1,0,91.0792,0,0,2,0,1,0,"(0.34, 20.315]",29.380817105965402,High,0.23347574767529528,-0.7885846853382449,Young Adult,True,False,False
0,2,1,36.0,0,0,12.875,0,1,1,1,0,1,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,True,False
0,3,0,24.0,0,0,8.85,2,2,2,0,0,1,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
0,3,1,24.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.500689317442507,Low,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
0,3,1,23.5,0,0,7.2292,0,2,1,1,0,1,"(20.315, 40.21]",29.488702096294798,Low,0.2900226187484292,-0.4601628190167565,Young Adult,False,False,True
0,1,0,2.0,1,2,151.55,2,0,0,0,0,0,"(0.34, 20.315]",28.97325158694324,High,0.01985423473234481,-2.029289513663868,Minor,True,False,False
1,1,1,29.69869565217391,0,0,30.5,2,0,1,1,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,1,0,50.0,0,1,247.5208,0,0,2,0,1,0,"(40.21, 60.105]",30.12402481712346,High,0.6230208595124404,1.4738770604320088,Adult,True,False,False
1,3,1,29.69869565217391,2,0,23.25,1,2,1,1,1,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,1,19.0,0,0,0.0,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
1,2,0,29.69869565217391,0,0,12.35,1,1,2,0,1,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,True,False
1,1,1,0.92,1,2,151.55,2,0,0,0,1,0,"(0.34, 20.315]",28.947359189264183,High,0.0062829856747926615,-2.108110761581025,Minor,True,False,False
1,1,0,29.69869565217391,0,0,110.8833,0,0,2,0,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,1,0,17.0,1,0,108.9,0,0,2,0,1,0,"(0.34, 20.315]",29.332868221374557,High,0.20834380497612465,-0.9345499592589065,Minor,True,False,False
0,2,1,30.0,1,0,24.0,0,1,1,1,0,0,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,True,False
1,1,0,30.0,0,0,56.9292,0,0,2,0,1,1,"(20.315, 40.21]",29.644535971215035,High,0.37170143252073384,0.014224321225393487,Young Adult,True,False,False
1,1,0,24.0,0,0,83.1583,0,0,2,0,1,1,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,True,False,False
1,1,0,18.0,2,2,262.375,0,0,2,0,1,0,"(0.34, 20.315]",29.35684266366998,High,0.22090977632570996,-0.8615673222985757,Minor,True,False,False
0,2,0,26.0,1,1,26.0,2,1,2,0,0,0,"(20.315, 40.21]",29.54863820203335,Medium,0.32143754712239253,-0.2777062266159296,Young Adult,False,True,False
0,2,1,43.0,1,1,26.25,2,1,1,1,0,0,"(40.21, 60.105]",29.956203721055513,High,0.5350590600653431,0.9629986017096934,Adult,False,True,False
1,3,0,26.0,0,0,7.8542,2,2,2,0,1,1,"(20.315, 40.21]",29.54863820203335,Low,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
1,2,0,24.0,1,0,26.0,2,1,2,0,1,0,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,2,1,54.0,0,0,14.0,2,1,1,1,0,1,"(40.21, 60.105]",30.219922586305145,Medium,0.6732847449107816,1.7658076082733318,Adult,False,True,False
1,1,0,31.0,0,2,164.8667,2,0,2,0,1,0,"(20.315, 40.21]",29.668510413510457,High,0.38426740387031916,0.08720695818572426,Young Adult,True,False,False
1,1,0,40.0,1,1,134.5,0,0,2,0,1,0,"(20.315, 40.21]",29.88428039416925,High,0.4973611460165871,0.7440506908287011,Adult,True,False,False
0,3,1,27.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.57261264432877,Low,0.33400351847197784,-0.2047235896555988,Young Adult,False,False,True
1,2,0,30.0,0,0,12.35,1,1,2,0,1,1,"(20.315, 40.21]",29.644535971215035,Medium,0.37170143252073384,0.014224321225393487,Young Adult,False,True,False
1,2,0,22.0,1,1,29.0,2,1,2,0,1,0,"(20.315, 40.21]",29.452740432851666,High,0.2711736617240513,-0.5696367744572526,Young Adult,False,True,False
1,1,0,36.0,0,0,135.6333,0,0,2,0,1,1,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
0,3,1,61.0,0,0,6.2375,2,2,1,1,0,1,"(60.105, 80.0]",30.387743682373095,Low,0.7612465443578789,2.276686066995647,Senior,False,False,True
1,2,0,36.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,True,False
1,3,0,31.0,1,1,20.525,2,2,2,0,1,0,"(20.315, 40.21]",29.668510413510457,Medium,0.38426740387031916,0.08720695818572426,Young Adult,False,False,True
1,1,0,16.0,0,1,57.9792,0,0,2,0,1,0,"(0.34, 20.315]",29.30889377907914,High,0.19577783362653933,-1.0075325962192372,Minor,True,False,False
1,3,0,29.69869565217391,2,0,23.25,1,2,2,0,1,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,1,1,45.5,0,0,28.5,2,0,1,1,0,1,"(40.21, 60.105]",30.016139826794063,High,0.5664739884393063,1.1454551941105204,Adult,True,False,False
0,1,1,38.0,0,1,153.4625,2,0,1,1,0,0,"(20.315, 40.21]",29.836331509578404,High,0.4722292033174164,0.5980854169080396,Adult,True,False,False
0,3,1,16.0,2,0,18.0,2,2,1,1,0,0,"(0.34, 20.315]",29.30889377907914,Medium,0.19577783362653933,-1.0075325962192372,Minor,False,False,True
1,1,0,29.69869565217391,1,0,133.65,2,0,2,0,1,0,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,1,1,29.0,1,0,66.6,2,0,1,1,0,0,"(20.315, 40.21]",29.620561528919612,High,0.35913546117114853,-0.058758315734937276,Young Adult,True,False,False
1,1,0,41.0,0,0,134.5,0,0,2,0,1,1,"(40.21, 60.105]",29.908254836464668,High,0.5099271173661724,0.8170333277890319,Adult,True,False,False
1,3,1,45.0,0,0,8.05,2,2,1,1,1,1,"(40.21, 60.105]",30.004152605646354,Low,0.5601910027645137,1.108963875630355,Adult,False,False,True
0,1,1,45.0,0,0,35.5,2,0,1,1,0,1,"(40.21, 60.105]",30.004152605646354,High,0.5601910027645137,1.108963875630355,Adult,True,False,False
1,2,1,2.0,1,1,26.0,2,1,0,0,1,0,"(0.34, 20.315]",28.97325158694324,Medium,0.01985423473234481,-2.029289513663868,Minor,False,True,False
1,1,0,24.0,3,2,263.0,2,0,2,0,1,0,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,True,False,False
0,2,1,28.0,0,0,13.0,2,1,1,1,0,1,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,True,False
0,2,1,36.0,0,0,13.0,2,1,1,1,0,1,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,True,False
1,2,0,24.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
1,2,0,40.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.88428039416925,Medium,0.4973611460165871,0.7440506908287011,Adult,False,True,False
1,3,0,29.69869565217391,1,0,16.1,2,2,2,0,1,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,3,1,3.0,1,1,15.9,2,2,0,0,1,0,"(0.34, 20.315]",28.99722602923866,Medium,0.032420206081930136,-1.9563068767035372,Minor,False,False,True
0,3,1,42.0,0,0,8.6625,2,2,1,1,0,1,"(40.21, 60.105]",29.93222927876009,Low,0.5224930887157577,0.8900159647493626,Adult,False,False,True
0,3,1,23.0,0,0,9.225,2,2,1,1,0,1,"(20.315, 40.21]",29.476714875147085,Medium,0.2837396330736366,-0.4966541374969219,Young Adult,False,False,True
0,1,1,29.69869565217391,0,0,35.0,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,1,15.0,1,1,7.2292,0,2,0,0,0,0,"(0.34, 20.315]",29.284919336783716,Low,0.18321186227695402,-1.080515233179568,Minor,False,False,True
0,3,1,25.0,1,0,17.8,2,2,1,1,0,0,"(20.315, 40.21]",29.52466375973793,Medium,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
1,1,0,22.0,0,1,55.0,2,0,2,0,1,0,"(20.315, 40.21]",29.452740432851666,High,0.2711736617240513,-0.5696367744572526,Young Adult,True,False,False
0,2,0,38.0,0,0,13.0,2,1,2,0,0,1,"(20.315, 40.21]",29.836331509578404,Medium,0.4722292033174164,0.5980854169080396,Adult,False,True,False
